0.00  24.0  13.1  91  
30.00  24.0  13.6  92  
60.00  23.5  12.0  93
90.00  23.0  10.0  93
120.00  23.0  11.0  94
150.00  23.0  11.3  94
180.00  22.5  10.7  93
210.00  22.0  11.6  94
240.00  21.0  9.5  93
270.00  21.0  11.6  93
300.00  21.0  12.4  94
330.00  21.0  11.4  93
360.00  21.0  11.7  94
